Date,RH120 X [km],RH120 Y [km],RH120 Z [km],Moon X [km],Moon Y [km],Moon Z [km],Earth X [km],Earth Y [km],Earth Z [km]
2028-Apr-01 ,-2.65E+06,-2.00E+07,8.81E+05,7.26E+04,3.71E+05,2.14E+04,-8.93E+02,-4.56E+03,-2.63E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-02 ,-2.37E+06,-1.98E+07,8.59E+05,-1.47E+04,3.74E+05,1.47E+04,1.81E+02,-4.59E+03,-1.81E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-03 ,-2.10E+06,-1.97E+07,8.37E+05,-1.01E+05,3.56E+05,7.25E+03,1.24E+03,-4.37E+03,-8.92E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-04 ,-1.84E+06,-1.95E+07,8.15E+05,-1.82E+05,3.17E+05,-6.27E+02,2.24E+03,-3.90E+03,7.71E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-05 ,-1.58E+06,-1.93E+07,7.93E+05,-2.52E+05,2.60E+05,-8.47E+03,3.09E+03,-3.20E+03,1.04E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-06 ,-1.33E+06,-1.92E+07,7.70E+05,-3.06E+05,1.87E+05,-1.58E+04,3.77E+03,-2.30E+03,1.94E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-07 ,-1.08E+06,-1.90E+07,7.47E+05,-3.42E+05,1.02E+05,-2.21E+04,4.20E+03,-1.25E+03,2.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-08 ,-8.37E+05,-1.88E+07,7.25E+05,-3.56E+05,1.05E+04,-2.70E+04,4.38E+03,-1.29E+02,3.33E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-09 ,-6.01E+05,-1.86E+07,7.01E+05,-3.48E+05,-8.17E+04,-3.02E+04,4.28E+03,1.01E+03,3.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-10 ,-3.71E+05,-1.84E+07,6.78E+05,-3.18E+05,-1.69E+05,-3.15E+04,3.91E+03,2.08E+03,3.88E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-11 ,-1.46E+05,-1.83E+07,6.55E+05,-2.69E+05,-2.46E+05,-3.09E+04,3.30E+03,3.02E+03,3.80E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-12 ,7.28E+04,-1.81E+07,6.31E+05,-2.04E+05,-3.08E+05,-2.84E+04,2.51E+03,3.79E+03,3.50E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-13 ,2.86E+05,-1.79E+07,6.07E+05,-1.28E+05,-3.53E+05,-2.43E+04,1.57E+03,4.35E+03,2.99E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-14 ,4.94E+05,-1.77E+07,5.83E+05,-4.45E+04,-3.79E+05,-1.89E+04,5.47E+02,4.66E+03,2.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-15 ,6.96E+05,-1.75E+07,5.59E+05,4.07E+04,-3.85E+05,-1.25E+04,-5.01E+02,4.74E+03,1.53E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-16 ,8.92E+05,-1.73E+07,5.35E+05,1.24E+05,-3.72E+05,-5.43E+03,-1.52E+03,4.58E+03,6.68E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-17 ,1.08E+06,-1.71E+07,5.10E+05,2.01E+05,-3.41E+05,1.87E+03,-2.47E+03,4.20E+03,-2.31E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-18 ,1.27E+06,-1.69E+07,4.86E+05,2.69E+05,-2.94E+05,9.09E+03,-3.31E+03,3.62E+03,-1.12E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-19 ,1.45E+06,-1.67E+07,4.61E+05,3.24E+05,-2.34E+05,1.59E+04,-3.99E+03,2.87E+03,-1.95E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-20 ,1.62E+06,-1.65E+07,4.36E+05,3.65E+05,-1.62E+05,2.20E+04,-4.49E+03,2.00E+03,-2.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-21 ,1.79E+06,-1.63E+07,4.11E+05,3.89E+05,-8.36E+04,2.70E+04,-4.79E+03,1.03E+03,-3.33E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-22 ,1.95E+06,-1.60E+07,3.87E+05,3.96E+05,-8.90E+02,3.09E+04,-4.87E+03,1.10E+01,-3.80E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-23 ,2.11E+06,-1.58E+07,3.61E+05,3.85E+05,8.20E+04,3.33E+04,-4.73E+03,-1.01E+03,-4.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-24 ,2.26E+06,-1.56E+07,3.36E+05,3.56E+05,1.61E+05,3.41E+04,-4.37E+03,-1.98E+03,-4.20E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-25 ,2.41E+06,-1.54E+07,3.11E+05,3.09E+05,2.33E+05,3.33E+04,-3.81E+03,-2.86E+03,-4.10E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-26 ,2.55E+06,-1.52E+07,2.86E+05,2.48E+05,2.93E+05,3.08E+04,-3.05E+03,-3.60E+03,-3.79E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-27 ,2.68E+06,-1.50E+07,2.60E+05,1.75E+05,3.39E+05,2.68E+04,-2.15E+03,-4.16E+03,-3.30E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-28 ,2.81E+06,-1.48E+07,2.35E+05,9.21E+04,3.66E+05,2.14E+04,-1.13E+03,-4.51E+03,-2.63E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-29 ,2.94E+06,-1.46E+07,2.09E+05,4.98E+03,3.75E+05,1.48E+04,-6.12E+01,-4.61E+03,-1.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Apr-30 ,3.05E+06,-1.44E+07,1.84E+05,-8.23E+04,3.63E+05,7.39E+03,1.01E+03,-4.46E+03,-9.09E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-01 ,3.17E+06,-1.42E+07,1.58E+05,-1.65E+05,3.31E+05,-4.14E+02,2.03E+03,-4.07E+03,5.09E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-02 ,3.28E+06,-1.39E+07,1.32E+05,-2.38E+05,2.79E+05,-8.19E+03,2.92E+03,-3.44E+03,1.01E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-03 ,3.38E+06,-1.37E+07,1.07E+05,-2.97E+05,2.12E+05,-1.55E+04,3.65E+03,-2.60E+03,1.91E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-04 ,3.48E+06,-1.35E+07,8.10E+04,-3.38E+05,1.31E+05,-2.19E+04,4.16E+03,-1.61E+03,2.69E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-05 ,3.57E+06,-1.33E+07,5.53E+04,-3.59E+05,4.27E+04,-2.69E+04,4.41E+03,-5.26E+02,3.31E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-06 ,3.66E+06,-1.31E+07,2.95E+04,-3.58E+05,-4.85E+04,-3.03E+04,4.40E+03,5.96E+02,3.73E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-07 ,3.74E+06,-1.29E+07,3.74E+03,-3.35E+05,-1.37E+05,-3.19E+04,4.12E+03,1.68E+03,3.92E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-08 ,3.82E+06,-1.27E+07,-2.20E+04,-2.92E+05,-2.17E+05,-3.15E+04,3.60E+03,2.67E+03,3.87E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-09 ,3.90E+06,-1.25E+07,-4.78E+04,-2.33E+05,-2.85E+05,-2.92E+04,2.86E+03,3.51E+03,3.60E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-10 ,3.97E+06,-1.23E+07,-7.35E+04,-1.60E+05,-3.36E+05,-2.53E+04,1.96E+03,4.14E+03,3.11E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-11 ,4.03E+06,-1.21E+07,-9.93E+04,-7.78E+04,-3.69E+05,-2.00E+04,9.57E+02,4.54E+03,2.45E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-12 ,4.09E+06,-1.19E+07,-1.25E+05,8.05E+03,-3.83E+05,-1.35E+04,-9.91E+01,4.71E+03,1.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-13 ,4.15E+06,-1.17E+07,-1.51E+05,9.33E+04,-3.76E+05,-6.41E+03,-1.15E+03,4.63E+03,7.89E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-14 ,4.20E+06,-1.15E+07,-1.76E+05,1.74E+05,-3.52E+05,1.03E+03,-2.14E+03,4.32E+03,-1.27E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-15 ,4.24E+06,-1.13E+07,-2.02E+05,2.46E+05,-3.10E+05,8.43E+03,-3.03E+03,3.81E+03,-1.04E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-16 ,4.29E+06,-1.11E+07,-2.27E+05,3.06E+05,-2.54E+05,1.54E+04,-3.77E+03,3.12E+03,-1.90E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-17 ,4.32E+06,-1.09E+07,-2.53E+05,3.53E+05,-1.86E+05,2.17E+04,-4.34E+03,2.28E+03,-2.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-18 ,4.36E+06,-1.07E+07,-2.78E+05,3.83E+05,-1.09E+05,2.70E+04,-4.71E+03,1.34E+03,-3.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-19 ,4.39E+06,-1.05E+07,-3.04E+05,3.96E+05,-2.78E+04,3.11E+04,-4.87E+03,3.42E+02,-3.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-20 ,4.41E+06,-1.03E+07,-3.29E+05,3.90E+05,5.52E+04,3.37E+04,-4.80E+03,-6.79E+02,-4.15E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-21 ,4.44E+06,-1.01E+07,-3.54E+05,3.66E+05,1.36E+05,3.47E+04,-4.51E+03,-1.67E+03,-4.27E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-22 ,4.45E+06,-9.94E+06,-3.79E+05,3.25E+05,2.10E+05,3.41E+04,-4.00E+03,-2.58E+03,-4.19E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-23 ,4.47E+06,-9.75E+06,-4.04E+05,2.68E+05,2.74E+05,3.18E+04,-3.29E+03,-3.37E+03,-3.91E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-24 ,4.48E+06,-9.57E+06,-4.29E+05,1.97E+05,3.24E+05,2.78E+04,-2.42E+03,-3.99E+03,-3.42E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-25 ,4.49E+06,-9.39E+06,-4.54E+05,1.16E+05,3.57E+05,2.24E+04,-1.42E+03,-4.40E+03,-2.75E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-26 ,4.49E+06,-9.22E+06,-4.79E+05,2.86E+04,3.72E+05,1.57E+04,-3.52E+02,-4.57E+03,-1.93E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-27 ,4.49E+06,-9.04E+06,-5.03E+05,-6.01E+04,3.65E+05,8.20E+03,7.39E+02,-4.49E+03,-1.01E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-28 ,4.49E+06,-8.87E+06,-5.28E+05,-1.45E+05,3.38E+05,2.13E+02,1.79E+03,-4.16E+03,-2.62E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-29 ,4.48E+06,-8.70E+06,-5.52E+05,-2.22E+05,2.92E+05,-7.79E+03,2.73E+03,-3.59E+03,9.58E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-30 ,4.48E+06,-8.54E+06,-5.76E+05,-2.85E+05,2.28E+05,-1.53E+04,3.51E+03,-2.81E+03,1.89E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-May-31 ,4.46E+06,-8.37E+06,-6.00E+05,-3.32E+05,1.51E+05,-2.20E+04,4.08E+03,-1.86E+03,2.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-01 ,4.45E+06,-8.21E+06,-6.24E+05,-3.58E+05,6.54E+04,-2.73E+04,4.41E+03,-8.04E+02,3.36E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-02 ,4.43E+06,-8.05E+06,-6.48E+05,-3.64E+05,-2.45E+04,-3.10E+04,4.48E+03,3.01E+02,3.81E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-03 ,4.41E+06,-7.90E+06,-6.71E+05,-3.48E+05,-1.13E+05,-3.29E+04,4.28E+03,1.39E+03,4.04E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-04 ,4.39E+06,-7.74E+06,-6.94E+05,-3.11E+05,-1.95E+05,-3.28E+04,3.83E+03,2.40E+03,4.03E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-05 ,4.36E+06,-7.59E+06,-7.18E+05,-2.57E+05,-2.66E+05,-3.08E+04,3.16E+03,3.27E+03,3.79E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-06 ,4.34E+06,-7.45E+06,-7.41E+05,-1.88E+05,-3.23E+05,-2.71E+04,2.31E+03,3.97E+03,3.34E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-07 ,4.31E+06,-7.30E+06,-7.63E+05,-1.09E+05,-3.61E+05,-2.19E+04,1.34E+03,4.44E+03,2.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-08 ,4.27E+06,-7.16E+06,-7.86E+05,-2.40E+04,-3.81E+05,-1.55E+04,2.95E+02,4.68E+03,1.91E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-09 ,4.24E+06,-7.02E+06,-8.08E+05,6.23E+04,-3.81E+05,-8.35E+03,-7.66E+02,4.68E+03,1.03E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-10 ,4.20E+06,-6.88E+06,-8.31E+05,1.45E+05,-3.62E+05,-7.22E+02,-1.79E+03,4.45E+03,8.89E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-11 ,4.16E+06,-6.75E+06,-8.53E+05,2.21E+05,-3.25E+05,6.94E+03,-2.72E+03,4.00E+03,-8.54E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-12 ,4.12E+06,-6.62E+06,-8.74E+05,2.86E+05,-2.74E+05,1.43E+04,-3.52E+03,3.37E+03,-1.76E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-13 ,4.08E+06,-6.49E+06,-8.96E+05,3.38E+05,-2.09E+05,2.09E+04,-4.16E+03,2.57E+03,-2.58E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-14 ,4.04E+06,-6.37E+06,-9.17E+05,3.75E+05,-1.35E+05,2.66E+04,-4.61E+03,1.67E+03,-3.28E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-15 ,3.99E+06,-6.25E+06,-9.38E+05,3.94E+05,-5.54E+04,3.11E+04,-4.84E+03,6.82E+02,-3.83E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-16 ,3.95E+06,-6.13E+06,-9.59E+05,3.95E+05,2.71E+04,3.42E+04,-4.86E+03,-3.33E+02,-4.20E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-17 ,3.90E+06,-6.01E+06,-9.80E+05,3.78E+05,1.08E+05,3.57E+04,-4.64E+03,-1.33E+03,-4.39E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-18 ,3.85E+06,-5.90E+06,-1.00E+06,3.42E+05,1.85E+05,3.54E+04,-4.21E+03,-2.27E+03,-4.36E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-19 ,3.80E+06,-5.79E+06,-1.02E+06,2.91E+05,2.52E+05,3.35E+04,-3.57E+03,-3.10E+03,-4.12E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-20 ,3.74E+06,-5.68E+06,-1.04E+06,2.24E+05,3.07E+05,2.98E+04,-2.76E+03,-3.77E+03,-3.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-21 ,3.69E+06,-5.58E+06,-1.06E+06,1.46E+05,3.46E+05,2.46E+04,-1.79E+03,-4.25E+03,-3.03E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-22 ,3.64E+06,-5.48E+06,-1.08E+06,5.96E+04,3.66E+05,1.81E+04,-7.33E+02,-4.51E+03,-2.22E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-23 ,3.58E+06,-5.38E+06,-1.10E+06,-2.99E+04,3.66E+05,1.05E+04,3.68E+02,-4.51E+03,-1.29E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-24 ,3.53E+06,-5.29E+06,-1.12E+06,-1.18E+05,3.45E+05,2.32E+03,1.45E+03,-4.25E+03,-2.85E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-25 ,3.47E+06,-5.20E+06,-1.13E+06,-1.98E+05,3.04E+05,-6.00E+03,2.44E+03,-3.74E+03,7.38E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-26 ,3.41E+06,-5.11E+06,-1.15E+06,-2.67E+05,2.44E+05,-1.40E+04,3.29E+03,-3.00E+03,1.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-27 ,3.35E+06,-5.02E+06,-1.17E+06,-3.19E+05,1.70E+05,-2.11E+04,3.93E+03,-2.09E+03,2.59E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-28 ,3.30E+06,-4.94E+06,-1.19E+06,-3.52E+05,8.53E+04,-2.69E+04,4.33E+03,-1.05E+03,3.31E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-29 ,3.24E+06,-4.86E+06,-1.21E+06,-3.64E+05,-4.28E+03,-3.11E+04,4.48E+03,5.26E+01,3.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jun-30 ,3.18E+06,-4.78E+06,-1.22E+06,-3.54E+05,-9.36E+04,-3.34E+04,4.36E+03,1.15E+03,4.11E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-01 ,3.12E+06,-4.70E+06,-1.24E+06,-3.23E+05,-1.77E+05,-3.38E+04,3.98E+03,2.18E+03,4.16E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-02 ,3.06E+06,-4.63E+06,-1.25E+06,-2.74E+05,-2.51E+05,-3.23E+04,3.37E+03,3.09E+03,3.97E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-03 ,3.00E+06,-4.56E+06,-1.27E+06,-2.10E+05,-3.11E+05,-2.90E+04,2.58E+03,3.83E+03,3.56E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-04 ,2.94E+06,-4.50E+06,-1.29E+06,-1.34E+05,-3.55E+05,-2.41E+04,1.65E+03,4.36E+03,2.96E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-05 ,2.88E+06,-4.43E+06,-1.30E+06,-5.08E+04,-3.79E+05,-1.79E+04,6.24E+02,4.67E+03,2.20E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-06 ,2.82E+06,-4.37E+06,-1.32E+06,3.51E+04,-3.85E+05,-1.08E+04,-4.31E+02,4.73E+03,1.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-07 ,2.76E+06,-4.31E+06,-1.33E+06,1.19E+05,-3.71E+05,-3.10E+03,-1.47E+03,4.57E+03,3.81E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-08 ,2.70E+06,-4.26E+06,-1.34E+06,1.98E+05,-3.40E+05,4.71E+03,-2.43E+03,4.18E+03,-5.79E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-09 ,2.64E+06,-4.20E+06,-1.36E+06,2.67E+05,-2.92E+05,1.23E+04,-3.28E+03,3.60E+03,-1.51E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-10 ,2.58E+06,-4.15E+06,-1.37E+06,3.23E+05,-2.31E+05,1.93E+04,-3.98E+03,2.85E+03,-2.37E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-11 ,2.53E+06,-4.10E+06,-1.38E+06,3.65E+05,-1.60E+05,2.54E+04,-4.49E+03,1.97E+03,-3.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-12 ,2.47E+06,-4.06E+06,-1.40E+06,3.90E+05,-8.16E+04,3.04E+04,-4.80E+03,1.00E+03,-3.74E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-13 ,2.41E+06,-4.01E+06,-1.41E+06,3.98E+05,3.30E+02,3.39E+04,-4.89E+03,-4.06E+00,-4.18E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-14 ,2.36E+06,-3.97E+06,-1.42E+06,3.87E+05,8.22E+04,3.60E+04,-4.76E+03,-1.01E+03,-4.42E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-15 ,2.30E+06,-3.93E+06,-1.43E+06,3.59E+05,1.60E+05,3.63E+04,-4.41E+03,-1.97E+03,-4.47E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-16 ,2.24E+06,-3.89E+06,-1.44E+06,3.13E+05,2.31E+05,3.50E+04,-3.85E+03,-2.84E+03,-4.30E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-17 ,2.19E+06,-3.86E+06,-1.45E+06,2.52E+05,2.90E+05,3.19E+04,-3.10E+03,-3.56E+03,-3.92E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-18 ,2.14E+06,-3.83E+06,-1.46E+06,1.78E+05,3.34E+05,2.72E+04,-2.20E+03,-4.11E+03,-3.34E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-19 ,2.08E+06,-3.80E+06,-1.47E+06,9.52E+04,3.61E+05,2.11E+04,-1.17E+03,-4.44E+03,-2.59E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-20 ,2.03E+06,-3.77E+06,-1.48E+06,6.57E+03,3.68E+05,1.38E+04,-8.08E+01,-4.53E+03,-1.69E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-21 ,1.98E+06,-3.74E+06,-1.49E+06,-8.25E+04,3.54E+05,5.66E+03,1.02E+03,-4.36E+03,-6.96E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Jul-22 ,1.93E+06,-3.71E+06,-1.50E+06,-1.67E+05,3.19E+05,-2.77E+03,2.05E+03,-3.93E+03,3.41E+01
,,,,,,,,,
